;;;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;FUENTE;FUENTE;POBLACION;POBLACION;
RPYMS107X;Cobertura de vacunación en menores de 12 a 23 meses;Proporción de niños de 12 a 23 meses que registran esquema de vacunacion regular (PAI) completo para la edad;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla menores EPS
 * RIPS (Dosis únicas)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Esquema de vacunación completo para la edad al mes evaluado";"Población al mes a evaluar activos y nuevos
12 a 23 meses 29 días";
RPYMS170X;Cobertura de vacunación en menores de 60 a 71 meses;Proporción de niños de 60 a 71 meses que registran esquema de vacunacion regular (PAI) completo para la edad;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla menores EPS
 * RIPS (Dosis únicas)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Esquema de vacunación completo para la edad al mes evaluado";"Población al mes a evaluar activos y nuevos
 60 a 71 meses (5años)";
RPYMS272X;Cumplimiento en aplicación de BCG (RN);porporcion de  niños de 0 a 11 meses con aplicación de BCG durante el año vigente;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas) 993102";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion que registra aplicación de vacuna
Año vigente
Edad a la aplicación entre 0-11 meses
estado de afiliacion (Activo) -  no necesariamente debe estar incluido en el denominador";"Población actual al mes a evaluar activos y nuevos 
0 a 11 meses 29 días";
RPYMS273X;Cumplimiento en aplicación de Hepatitis B (RN);porporcion de  niños de 0 a 11 meses con aplicación de Hepatitis B de RN durante el año vigente;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion que registra aplicación de vacuna
Año vigente
Edad a la aplicación entre 0-11 meses
estado de afiliacion (Activo) -  no necesariamente debe estar incluido en el denominador";"Población actual al mes a evaluar activos y nuevos 
0 a 11 meses 29 días";
RPYMS285X;Cumplimiento en aplicación de Hepatitis A;porporcion de  niños de 12 a 23 meses con aplicación de primera dosis de Hepatitis A durante el año vigente;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas) 993502";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion que registra aplicación de vacuna
Año vigente
Edad a la aplicación entre 12-23 meses
estado de afiliacion (Activo) -  no necesariamente debe estar incluido en el denominador";"Población actual al mes a evaluar activos y nuevos 
12 a 23 meses 29 días";
RPYMS288X;Cumplimiento en aplicación de Fiebre Amarilla;porporcion de  niños de 12 a 23 meses con aplicación de Fiebre amarilla durante el año vigente;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas) 993504";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion que registra aplicación de vacuna
Año vigente
Edad a la aplicación entre 12-23 meses
estado de afiliacion (Activo) -  no necesariamente debe estar incluido en el denominador";"Población actual al mes a evaluar activos y nuevos 
12 a 23 meses 29 días";
RPYMS289X;Cumplimiento en aplicación de Polio primer refuerzo;porporcion de  niños de 12 a 23 meses con aplicación de Primer Refuerzo de polio durante el año vigente;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion que registra aplicación de vacuna
Año vigente
Edad a la aplicación entre 12-23 meses
estado de afiliacion (Activo) -  no necesariamente debe estar incluido en el denominador";"Población actual al mes a evaluar activos y nuevos 
12 a 23 meses 29 días";
RPYMS292X;Cumplimiento en aplicación de Varicela refuerzo;porporcion de  niños de  60 a 71 meses con aplicación de Refuerzo de varicela durante el año vigente;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion que registra aplicación de vacuna
Año vigente
Edad a la aplicación entre 60-71 meses
estado de afiliacion (Activo) -  no necesariamente debe estar incluido en el denominador";"Población actual al mes a evaluar activos y nuevos 
60 a 71 meses 29 días";
RPYMS295X;Cobertura de Vacunación de Fiebre amarilla en población infantil;porporcion de  niños de 1 a 10 años con resgitro de aplicación de Fiebre amarilla;RPYMS;Varios;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas): 993504";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Registró de Vacunación contra Fiebre amarilla
Edad a la fecha aplciacion >=12 meses";"Población actual al mes a evaluar activos y nuevos
1 a 10 años";
RPYMS296X;Cobertura de Vacunación de Sarampion - Rubeola;porporcion de niños nacidos de 01-01-2010 hasta el 31-12-2019 con regsitro de aplicación de Sarampion - Rubeola a partir de abril de 2021;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas): 993520";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Registró de Vacunación contra sarampion Rubeola desde el 12-04-2021
Edad a la fecha aplciacion >=12 meses";"Población actual al mes a evaluar activos y nuevos
poblacion de niños nacidos de 01-01-2010 hasta el 31-12-2019";
RPYMS301X;Porcentaje de simultaneidad de vacunación en menor de 0 a 11 meses;Proporcion de niños de 0 a 11 que reciben Biologico según su edad y que registran aplicación simultanea de todos los biologicos del esquema;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas)*";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion del denominador 
Igual fecha para todos los Biologisos según su edad";"Población actual al mes a evaluar activos y nuevos 
 0 a 11 meses y 29 días (menores de 1 año), 
Que registran FECHA de aplicación de biologico según su edad";
RPYMS309X;Cobertura de Vacunación de Influenza (Menores de 6 a 23 meses);Proporcion de niños de 6 a 23 meses que reciben aplicacion de alguna dosis de Influenza estacional;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Registró de Vacunación contra Influenza estacional 
Año Actual";"Población actual al mes a evaluar activos y nuevos
6 a 23 años";
RPYMS310X;Cumplimiento en aplicación de Influenza (Menores de 6 a 23 meses);Proporcion de niños de 6 a 23 meses que reciben aplicacion de alguna dosis de Influenza estacional durante el año actual;RPYMS;Primera Infancia;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de gestión de vacunación menores
 * PAIWEB - PAI DISTRITAL
 * Plantilla EPS menores
 * RIPS (Dosis únicas)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Registró de Vacunación contra Influenza estacional 
Año Actual";"Población actual al mes a evaluar activos y nuevos
6 a 23 años";
RPYMS90X;Cobertura de vacunación contra el virus del papiloma humano (VPH) en niñas y adolescentes;Proporción de niñas y adolescentes de 9 a 17 años que registran al menos una dosis de vacuna contra VPH;RPYMS;Varios;Procedimiento;Vacuna;IPS;Femenino;"1- Modulo vacunación-Vacuna VPH (VPH_1, VPH_2, VPH_3)- Fecha válida
2- RIPS: CUPS: 993513";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
Mujeres de 9 a 17 años
Registró de Vacunación contra VPH";"Población al mes a evaluar activos y nuevos 
Mujeres de 9 a 17 años";
RPYMS390X;Cumplimiento de aplicación de vacunación contra el virus del papiloma humano (VPH) en mujeres de 9 a 17 años susceptible;Proporción de mujeres  de 9 a 17 años que registran al menos una dosis de vacuna contra VPH en el año vigente;RPYMS;Varios;Procedimiento;Vacuna;IPS;Femenino;"1- Modulo vacunación-Vacuna VPH (VPH_1, VPH_2, VPH_3)- Fecha válida
2- RIPS: CUPS: 993513";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Poblacion que registra aplicación de vacuna
Año vigente
Mujeres
Edad a la aplicación entre 9 y 17  años
estado de afiliacion (Activo) -  no necesariamente debe estar incluido en el denominador";"Población actual al mes a evaluar activos y nuevos 
Mujeres de 9 a 17 años que no registran aplicación de VPH en años previos
";
RPYMS384X;Cumplimiento de vacunación contra el virus del papiloma humano (VPH) en niños;Proporción de niños de 9 años que registran al menos una dosis de vacuna contra VPH en el año vigente;RPYMS;Infancia;Procedimiento;Vacuna;IPS;Masculino;"1- Modulo vacunación- Vacuna VPH (VPH_1, VPH_2, VPH_3)- Fecha válida
2- RIPS: CUPS: 993513";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 9 años
Registró de Vacunación contra VPH";"Población actual al mes a evaluar activos y nuevos 
Niños de 9 años
";
RPYMS91X;Cobertura de vacunación en mujeres en edad fértil;Proporción de mujeres de 15 a 49 años que registran al menos una dosis de vacuna contra Tétanos;RPYMS;Varios;Procedimiento;Vacuna;IPS;Femenino;"1- Modulo vacunación - Vacuna TD o TT o TOXOIDE TETANICO Y DIFTERICO (TD_1, TD_2, TD_3, TD_4, TD_5)- Fecha válida
2- RIPS: CUPS: 993105 -993107 - 993120";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres del denominador 
Registró de Vacunación contra TD o TT";"Población al mes a evaluar activos y nuevos
Mujeres de 15 a 49 años";
RPYMS314X;Cobertura en aplicación de Influenza en Gestantes;Proporción de mujeres gestantes de 14 semanas o mas que registran vacunacion con influenza estacional en los últimos 12 meses;RPYMS;Varios;Procedimiento;Vacuna;IPS;Femenino;"1- Modulo vacunación Adultos
* Vacuna: Influenza Estacional- Fecha válida
 * PAIWEB - PAI DISTRITAL
 *  * Plantilla  EPS Adultos
 * RIPS (Dosis únicas)";"1- Res 202. 
Variable 14: Opción 1 
Variable 33: Fecha Probable de Parto: 
Edad gestacional Calculada: Fecha valida - fecha del último día del mes anterior al periodo evaluado para calcular la edad en semanas de gestación ";"Población denominador
Registró de Vacunación contra Influenza en el ultimo año";"Variable:
Población actual al mes a evaluar activos y nuevos
Gestantes de 14 semanas o más";
RPYMS93X;Cobertura de vacunación contra influenza estacional en adultos;Proporción de personas de 60 años y mas que registran vacunación contra influenza en los últimos 12 meses;RPYMS;Vejez;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo de vacunación -  Vacuna Influenza - Fecha valida ultimo año
2- RIPS CUPS: 993510";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Población denominador
60 años y más
Registró de Vacunación contra Influenza estacional en el ultimo año";"Población al mes a evaluar activos y nuevos
60 años y más";
RPYMS317X;Cobertura de aplicación de Influenza en Poblacion Priorizada;Proporción de personas con patologias de riesgo que registran vacunación contra influenza en los últimos 12 meses;RPYMS;Varios;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo vacunación Adultos
* Vacuna: Influenza Estacional- Fecha válida
 * PAIWEB - PAI DISTRITAL
 *  * Plantilla  EPS Adultos
 * RIPS (Dosis únicas)";Usuarios con patologias de Riesgo;"Población denominador
Registró de Vacunación contra Influenza estacional en el ultimo año";"Población actual al mes a evaluar activos y nuevos
con patologias de riesgo
";
RPYMS317AX;Cobertura de aplicación de Influenza en Poblacion con EPOC;Proporción de personas con EPOC que registran vacunación contra influenza en los últimos 12 meses;RPYMS;Varios;Procedimiento;Vacuna;IPS;Ambos;"1- Modulo vacunación Adultos
* Vacuna: Influenza Estacional- Fecha válida
 * PAIWEB - PAI DISTRITAL
 *  * Plantilla  EPS Adultos
 * RIPS (Dosis únicas)";Usuarios con patologias de Riesgo;"Población denominador
Registró de Vacunación contra Influenza estacional en el ultimo año";"Total de población con diagnostico de EPOC
";
